"ID" "order" "style" "style2" "style3" "spp" "time" "mtGenome" "nucOXPHOS" "nucOXPHOS2" "nucOXPHOSN2" "nucMTRP" "nucCRP" "controlSingle" "control" "mtOXPHOS_rate" "nucOXPHOS_rate" "nucOXPHOS2_rate" "nucOXPHOSN2_rate" "nucMTRP_rate" "nucCRP_rate" "controlSingle_rate" "control_rate"
"11" 51 "Coleoptera" "D" "Diploids" "D" "APLAN" 242.635258 0.217938225358116 0.325592806447267 0.568405799472354 0.309927260290866 0.262437227735841 0.111900757950734 0.207203865693395 0.234161700031721 0.000898213339456692 0.0013419022821789 0.00234263480154378 0.00127733810347903 0.00108161208679672 0.00046118918937467 0.000853972614702992 0.000965076971755362
"12" 27 "Hymenoptera" "HD" "Hymenoptera" "HD_an" "AROSA" 227.196802 0.398173605488952 0.253688599506599 0.117077373301063 0.276914028846994 0.287309161155782 0.0465254296366533 0.108574005726508 0.127153513314585 0.0017525493404126 0.0011166028626873 0.000515312593621203 0.00121882890256085 0.00126458276976884 0.000204780301602367 0.000477885272903216 0.000559662425682317
"13" 16 "Blattodea" "D" "Diploids" "D" "BGERM" 148.521245 0.104004498354145 0.290529630445843 0.095298264697401 0.303589479358042 0.215847466671866 0.0856146468335582 0.13251900307199 0.178581880422329 0.000700266809331857 0.00195614863345539 0.000641647359590886 0.00204408116399807 0.00145331037772991 0.000576447139488753 0.000892256209352339 0.00120239956527653
"14" 49 "Hymenoptera" "HD" "Hymenoptera" "HD" "BIMPA" 6.188111 0.0582067815756662 0.039898884374296 0.439560198287322 0.0652375074161919 0.0352572913664682 0.00826391546853924 0.00883188982463877 0.0205633555673057 0.0094062277770496 0.00644766785442213 0.0710330177153128 0.0105423945071754 0.00569758547745317 0.00133545042558856 0.00142723519740334 0.0033230424546854
"15" 59 "Lepidoptera" "D" "Diploids" "D" "BMORI" 80.077648 0.0991202045503696 0.081866781698086 0.0460082784682712 0.0983535023893584 0.111050871252151 0.028277476863654 0.0978880475973225 0.113179416747843 0.00123780114708626 0.00102234248560954 0.00057454582667402 0.00122822666306781 0.00138678987240173 0.000353125716974779 0.00122241411982183 0.00141337089156069
"16" 50 "Hymenoptera" "HD" "Hymenoptera" "HD" "BTERR" 6.188111 0.0450827424831447 0.0339443195810638 0.0322433322311172 0.0418595418288216 0.0474528366012249 0.0164230501481923 0.0067585786903897 0.0209975459290852 0.00728538038234038 0.00548540896908019 0.00521052906632043 0.00676451049905562 0.00766838807533105 0.0026539682543174 0.00109218769514472 0.00339320770572558
"17" 13 "Diplura" "D" "Diploids" "D" "CAQUI" 486.666242 0.312714223523299 0.263456009465283 0.193022872875318 0.276322693025277 0.425937605735457 0.289313974942403 0.350906495482856 0.366261006077063 0.000642564033696216 0.00054134843703682 0.00039662268761867 0.000567786850983753 0.000875215022075554 0.000594481289175597 0.000721041373325533 0.000752591765091163
"18" 73 "Diptera" "D" "Diploids" "D" "CCAPI" 141.406085 0.0594341164337034 0.150208818906753 0.109773795747194 0.157843967315691 0.136909295744842 0.0535378748129818 0.117223095325924 0.13903001848513 0.000420308054166859 0.00106225145054227 0.000776301781830633 0.00111624593323329 0.000968199464293506 0.000378610827200129 0.000828981972918096 0.000983196858078137
"19" 28 "Hymenoptera" "HD" "Hymenoptera" "HD_an" "CCINC" 198.502651 0.454165398844595 0.275906102374329 0.217263015350316 0.314418050554905 0.276361824264015 0.0529409631926762 0.0921526473019182 0.108283970449743 0.00228795633991102 0.00138993661285828 0.0010945093894505 0.00158394887408786 0.00139223241035715 0.000266701542402455 0.000464238874582679 0.000545503900850891
"20" 35 "Hymenoptera" "HD" "Hymenoptera" "HD" "CFLOR" 49.36319 0.291866514194849 0.138333562045658 0.388267209982638 0.123749045588633 0.143896780879243 0.0209100125806126 0.057027387935443 0.066695294172751 0.00591263478302049 0.00280236269263915 0.00786552104883493 0.00250690941141837 0.00291506243577943 0.000423595245376415 0.00115526139893801 0.0013511139408282
"21" 24 "Hemiptera" "D" "Diploids" "D" "CLECT" 179.813245 0.443065875911321 0.31280273955741 0.340864480052698 0.261791915234798 0.288199363839669 0.143763249966662 0.232437354145589 0.24800711174448 0.00246403359169299 0.00173959787866244 0.00189565835404782 0.00145591007622824 0.00160277049579784 0.00079951424027002 0.00129265980459665 0.00137924829588877
"22" 37 "Hymenoptera" "HD" "Hymenoptera" "HD" "COBSC" 35.762918 0.264985247358983 0.0933597679555754 0.183283116595929 0.0937223697181591 0.153904221748852 0.027791814177984 0.0515451409206695 0.0614026735913545 0.00740949738382598 0.00261051874893361 0.00512494860167532 0.00262065779191058 0.00430345817276018 0.000777112599648161 0.00144130132000609 0.00171693690071248
"23" 31 "Hymenoptera" "HD" "Hymenoptera" "HD_an" "COPFL" 107.287992 0.457351198355459 0.176076685809998 0.0699495056408372 0.181971783345292 0.265768396854282 0.098175581875872 0.140467232619132 0.158188022570527 0.00426283678005139 0.0016411592996353 0.000651978887262959 0.00169610577990212 0.00247714951039704 0.00091506588990753 0.00130925399945161 0.00147442430062935
"24" 64 "Diptera" "D" "Diploids" "D" "CQUIN" 83.961536 0.0207357282480506 0.115331662157294 0.244450884015836 0.0916337159415478 0.101741965799789 0.0803037092015089 0.0718211047731278 0.0914924113992706 0.000246966995077968 0.0013736249674767 0.00291146274427181 0.00109137731760348 0.00121176875325136 0.000956434494022464 0.000855404846013391 0.00108969435003274
"25" 4 "Scorpiones" "D" "Diploids" "D" "CSCUL" 398.391694 0.553877928099297 0.343178602719511 0.266615134913594 0.287968474662724 0.536419438888972 0.177662688287035 0.346596394890759 0.341870689866804 0.00139028482882803 0.000861410034114594 0.000669228648410511 0.000722827506194755 0.00134646240613885 0.000445949779984708 0.000869989008582993 0.000858127051882774
"26" 70 "Diptera" "D" "Diploids" "D" "DGRIM" 74.979997 0.0224514003341291 0.0987812475324526 0.37645737687905 0.105826939799031 0.0754539643086195 0.0369465673029009 0.0725943463168683 0.0876610624385283 0.000299431864929644 0.00131743466904183 0.00502077076475543 0.00141140229438834 0.00100632125003445 0.000492752317700158 0.000968182838375791 0.00116912597953996
"27" 72 "Diptera" "D" "Diploids" "D" "DMELA" 49.846935 0.0315936751401011 0.102123821608687 0.152589890822282 0.103582668514135 0.0711908902177563 0.0251199346907688 0.0614915693561107 0.0716068356021387 0.000633813796978713 0.00204874826523811 0.00306116897302275 0.0020780147969807 0.00142818992216385 0.000503941409652746 0.00123360783077456 0.00143653437472412
"28" 41 "Hymenoptera" "HD" "Hymenoptera" "HD" "DNOVA" 45.641976 0.359541489574177 0.180456406870953 0.0853528807568482 0.173553370995221 0.190499550467894 0.0282574105407831 0.0490892960624124 0.0601882725129695 0.00787743040691702 0.00395373782394857 0.00187005226848303 0.00380249468154536 0.00417377964678598 0.000619110148534829 0.00107552959719387 0.00131870435480202
"29" 62 "Lepidoptera" "D" "Diploids" "D" "DPLEX" 73.030688 0.0872704056101853 0.132585525161742 0.409614718301454 0.12631213489129 0.0980851064657718 0.0317732055309996 0.0731774829292638 0.0976089684937711 0.00119498265729313 0.00181547687407439 0.00560880267623186 0.00172957613231427 0.00134306699213585 0.000435066496032457 0.00100201004445232 0.00133654729493677
"30" 54 "Coleoptera" "D" "Diploids" "D" "DPOND" 137.152394 0.455331067627217 0.188983122071271 0.320406610642643 0.194566860409401 0.260533800610242 0.139976998029083 0.211230594717666 0.238203738382651 0.00331989150424321 0.00137790611275273 0.00233613574869603 0.00141861804037778 0.00189959353250693 0.00102059463890279 0.00154011598745893 0.00173678148397943
"31" 71 "Diptera" "D" "Diploids" "D" "DPSEU" 49.846935 0.0355711716483153 0.107360600822124 0.0643976354721721 0.0988740172491187 0.0651832334691652 0.0242306473856677 0.056728702840912 0.072587238187138 0.000713608001140196 0.00215380546110055 0.00129190762625971 0.00198355259454004 0.00130766783292022 0.000486101048854211 0.00113805799375452 0.00145620263687503
"32" 12 "Crustacea" "D" "Diploids" "D" "DPULE" 506.394942 0.525474685040934 0.365993542255244 0.227959245834943 0.331585739721856 0.43946371943275 0.284416091759181 0.37629946331126 0.446936439578259 0.00103767759402489 0.000722743281774809 0.000450160984891794 0.00065479670553632 0.000867828019168386 0.000561648761016221 0.000743094829946504 0.00088258472293007
"33" 11 "Crustacea" "D" "Diploids" "D" "EAFFI" 487 0.884243494600527 0.502487876602162 0.286069923869914 0.529920630632285 0.882427309901647 0.37429047410024 0.569210822944361 0.690185734733736 0.00181569506078137 0.00103180262135968 0.000587412574681548 0.00108813271177061 0.00181196572875082 0.000768563601848542 0.00116881072473175 0.00141721916783108
"34" 15 "Ephemeroptera" "D" "Diploids" "D" "EDANI" 355.768668 0.147436293123322 0.229961099772528 0.138489400003163 0.24212906635726 0.416415717556037 0.18291361488099 0.276663480395916 0.333497408846256 0.000414416182156103 0.000646378167772008 0.000389268118470632 0.000680580073895827 0.00117046765218807 0.000514136379432351 0.000777649931769472 0.000937399604976614
"35" 45 "Hymenoptera" "HD" "Hymenoptera" "HD" "EMEXI" 34.056707 0.458403595133039 0.165149863407724 0.0651952765322591 0.174901157291179 0.166217104370281 0.0306714124438979 0.0570291592771763 0.0690237374977687 0.0134600093641772 0.00484926106941942 0.00191431533683686 0.005135586282349 0.00488059824369634 0.000900598300472735 0.00167453533535043 0.00202672963941489
"36" 19 "Thysanoptera" "OHD" "Other haplodiploids" "OHD" "FOCCI" 371.99027 1.07913277781264 0.493295221340072 0.188853482277127 0.520247524503358 0.766223220653448 0.161307517537444 0.283346659414903 0.321000415747858 0.0029009704415458 0.00132609710823907 0.000507683930219807 0.00139855143120641 0.00205979371625351 0.000433633701057407 0.000761704491396786 0.000862926914050354
"37" 23 "Hemiptera" "D" "Diploids" "D" "GBUEN" 227.7311 0.244578009981258 0.316685611694528 0.146015243320737 0.314139875393441 0.321181685555281 0.217228456767885 0.328851416259796 0.348607176824462 0.00107397720373396 0.00139061204945011 0.000641173925391556 0.00137943335536271 0.00141035495615347 0.000953881383648895 0.00144403384632049 0.00153078423115886
"38" 74 "Diptera" "D" "Diploids" "D" "GMORS" 103.808797 0.0848371995320634 0.200569492003437 0.0834144004082565 0.190761737434197 0.151674654254134 0.10338371574885 0.12713212714221 0.135746409202646 0.000817244799899409 0.00193210496412397 0.000803538840819594 0.00183762593293704 0.00146109634864697 0.000995905151938616 0.00122467585422659 0.00130765805139468
"39" 10 "Crustacea" "D" "Diploids" "D" "HAZTE" 487 0.735898638499796 0.507313393805019 0.233312657202753 0.522574057853067 0.801411809800752 0.638395846314002 0.661849898445488 0.680011676106548 0.00151108549999958 0.0010417112809138 0.00047908143162783 0.00107304734672088 0.00164560946570996 0.00131087442774949 0.00135903469906671 0.0013963278770155
"40" 25 "Hemiptera" "D" "Diploids" "D" "HHALY" 108.538881 0.213759592040041 0.162995831107492 0.261281997457287 0.154750410297484 0.208482977039893 0.0486170747096128 0.13263012502379 0.149942576932739 0.00196942874360425 0.00150172758006868 0.00240726636436658 0.00142576014117452 0.00192081376847706 0.000447923124521735 0.00122195957616138 0.00138146418639362
"41" 44 "Hymenoptera" "HD" "Hymenoptera" "HD" "HLABO" 44.505481 0.493312970321679 0.175068172577929 0.44200252783381 0.19268083996293 0.160467789911943 0.0444705722661648 0.0549228737193951 0.0654983210185275 0.0110843194868892 0.00393363173803085 0.0099314178366887 0.00432937327343861 0.00360557365758934 0.000999215630680742 0.00123406988274984 0.00147169111639368
"42" 61 "Lepidoptera" "D" "Diploids" "D" "HMELP" 73.030688 0.083371387712691 0.0928405245177654 0.0770206697758944 0.0658175885337026 0.0981774153662675 0.030516480129795 0.087682540218283 0.107088416976245 0.00114159389697508 0.00127125359297951 0.00105463431723243 0.000901231938739268 0.00134433096626815 0.000417858313614614 0.00120062596450253 0.0014663481874393
"43" 33 "Hymenoptera" "HD" "Hymenoptera" "HD" "HSALT" 63.973597 0.428196562091637 0.142688427237274 0.0688189171800744 0.131861613417436 0.173834491326438 0.041626203149637 0.066233873118978 0.0850678024350342 0.0066933325961277 0.00223042683120153 0.00107573937385566 0.00206118804633474 0.00271728493438376 0.000650677859330577 0.00103533139021365 0.00132973299023712
"44" 22 "Hemiptera" "D" "Diploids" "D" "HVITR" 305.552034 0.492372517544561 0.432449337787087 0.339688790620743 0.411441451837362 0.456615696577021 0.253253074172844 0.349241995587783 0.328504317906756 0.00161141953826614 0.00141530505336805 0.00111172158199655 0.0013465511796834 0.00149439586639119 0.000828837795178428 0.00114298697677065 0.00107511743124824
"45" 3 "Ixodida" "D" "Diploids" "D" "ISCAP" 391.827067 0.451554451867141 0.292401481214727 0.31207489794624 0.313365315695126 0.400783959658752 0.239285713691065 0.305782445681137 0.351968324415765 0.00115243302440651 0.000746251358931074 0.000796460796686718 0.00079975413157235 0.0010228593004749 0.000610692149276826 0.000780401537908909 0.000898274657518147
"46" 42 "Hymenoptera" "HD" "Hymenoptera" "HD" "LALBI" 45.641976 0.321585105371722 0.184356369161444 0.50528112067599 0.189640586492283 0.21093946329513 0.0263759155827593 0.0621488077928537 0.0799658011033015 0.00704581908048245 0.00403918465671697 0.0110705356112538 0.00415496004143824 0.0046216111084921 0.000577887240963435 0.00136165900864708 0.00175202320564082
"47" 75 "Diptera" "D" "Diploids" "D" "LCUP2" 74.112753 0.0249497055346061 0.142823065296842 0.367901811090229 0.10119424300973 0.0658098395937412 0.0216636559101284 0.0613852685004443 0.0714184266876166 0.000336645240187018 0.00192710511370212 0.00496408237716158 0.00136540931099577 0.000887969167651095 0.00029230672230093 0.000828268631451922 0.000963645577807865
"48" 56 "Coleoptera" "D" "Diploids" "D" "LDECE" 104.531206 0.18720452619894 0.138408025545902 0.329957357116448 0.130354641266866 0.202182936813897 0.130568810279529 0.138815028120343 0.170837291408362 0.00179089607173326 0.00132408331293817 0.00315654405744107 0.00124704044136701 0.0019341873546728 0.0012490892937706 0.00132797691170178 0.00163431857285146
"49" 14 "Odonata" "D" "Diploids" "D" "LFULV" 355.768668 0.258729992223566 0.196861457623552 0.185246109443836 0.197152997636454 0.306128223131523 0.136189263489497 0.237148479014279 0.284225969640006 0.000727242209602241 0.000553341188616284 0.000520692590736619 0.000554160653732593 0.000860469880196204 0.000382802859664688 0.000666580563003033 0.000798906691918148
"50" 7 "Araneae" "D" "Diploids" "D" "LHESP" 86.575583 0.225127791341668 0.230285856757825 0.0478755732080419 0.213591336287537 0.174917241483642 0.118411528338607 0.182819344787101 0.191675109988689 0.00260036125129724 0.00265994000592321 0.000552991635159325 0.002467108264088 0.0020203992329297 0.00136772429633661 0.00211167327382711 0.00221396268262714
"51" 34 "Hymenoptera" "HD" "Hymenoptera" "HD" "LHUMI" 52.485009 0.548209662184674 0.0995238579007995 0.0487281673494718 0.083877185887207 0.122731664124891 0.0403112560848964 0.0524794484720885 0.0688269583517024 0.0104450713190251 0.00189623398751441 0.00092842067245281 0.00159811701446421 0.00233841370066053 0.000768052761215996 0.00099989405493078 0.00131136413355102
"52" 68 "Diptera" "D" "Diploids" "D" "LLONG" 298.053853 0.215029470060426 0.190387943043242 0.1380325454077 0.203685903911601 0.311480633872277 0.171288441259947 0.23669332805435 0.257923951543891 0.000721445027118727 0.000638770279689161 0.000463112769784258 0.000683386246684759 0.00104504817078233 0.000574689572155764 0.000794129402025714 0.000865360232547945
"53" 57 "Trichoptera" "D" "Diploids" "D" "LLUNA" 281.087029 0.483024710998385 0.437281569327115 0.299951067950551 0.467671890690734 0.359345014931889 0.282135692745015 0.326750508359921 0.320497850393336 0.00171841693555481 0.0015556803559481 0.00106711102613899 0.00166379748063983 0.00127841194312772 0.00100373074399322 0.00116245317161156 0.0011402086091754
"54" 5 "Araneae" "D" "Diploids" "D" "LRECL" 251.806412 0.675102915058194 0.526314978800843 0.0659029057847576 0.469452310735722 0.399443424522999 0.273749965030639 0.404929233780674 0.388820661348488 0.00268103941315916 0.00209015717519077 0.000261720522767139 0.00186433819141874 0.00158631156907553 0.00108714453637757 0.00160809738943691 0.00154412533922483
"55" 69 "Diptera" "D" "Diploids" "D" "MDEST" 278.621951 0.73094834224415 0.414765474657042 0.246326747090746 0.474591903483126 0.563124079512233 0.133776076691615 0.279761348404093 0.302958950545509 0.0026234413319579 0.001488631721831 0.000884089520609042 0.00170335431856597 0.0020211045019645 0.000480134735298063 0.00100408940286292 0.00108734774650081
"56" 76 "Diptera" "D" "Diploids" "D" "MDOME" 74.112753 0.023786386495777 0.0602517579989158 0.11046429451081 0.0661795311566982 0.0855173179800649 0.0311723285884778 0.0663756455287983 0.0817184287529571 0.000320948629391449 0.000812974225892213 0.00149048969359983 0.000892957399068662 0.00115388127573759 0.000420606809579423 0.000895603561357359 0.00110262303645578
"57" 2 "Mesostigmata" "OHD" "Other haplodiploids" "OHD" "MOCCI" 391.827067 1.21323942170532 0.401400596869418 0.240987689511388 0.423939719048086 0.68334255839524 0.419076105353533 0.559285154779167 0.645686402247113 0.00309636450333667 0.00102443304885167 0.000615035840572464 0.0010819561861664 0.00174399018328981 0.00106954353246233 0.00142737753943672 0.00164788616363533
"58" 48 "Hymenoptera" "HD" "Hymenoptera" "HD" "MQUAD" 23.417813 0.304074969558833 0.133339982786609 0.0968627771934919 0.133226636804096 0.13269038388355 0.0305520261009465 0.0408685136025874 0.0559132908390544 0.0129847722995667 0.00569395539996024 0.0041362862191056 0.00568911523907446 0.00566621587949097 0.00130464899096028 0.00174518916871475 0.0023876393085492
"59" 43 "Hymenoptera" "HD" "Hymenoptera" "HD" "MROTU" 53.62447 0.481927094990973 0.166668163539622 0.0899169353188659 0.151334322407412 0.22943154234687 0.0243689877006029 0.056672520513199 0.0679297306124139 0.00898707427767534 0.00310806174009034 0.0016767892590615 0.00282211315855265 0.00427848596632974 0.000454437828487683 0.0010568406645921 0.00126676740324732
"60" 60 "Lepidoptera" "D" "Diploids" "D" "MSEXT" 80.077648 0.0644884624124123 0.119182081023121 0.520986693069088 0.11988600770023 0.102611504023851 0.029928208083082 0.0669372472419699 0.0889130596650545 0.000805324132552099 0.001488331438295 0.00650601892139849 0.00149712198964972 0.00128140007338691 0.000373739849140949 0.000835904261848074 0.00111033555412435
"61" 30 "Hymenoptera" "HD" "Hymenoptera" "HD_an" "NVITR" 114.571949 0.214060576571303 0.142577542510942 0.0734654944568876 0.124802552080778 0.179466290399122 0.0440455725123575 0.0631207516541889 0.0908016087935601 0.00186835066034622 0.00124443673827127 0.000641217113770907 0.00108929413499615 0.00156640689074009 0.000384435919060411 0.000550926751313176 0.000792529145101303
"62" 29 "Hymenoptera" "HD" "Hymenoptera" "HD_an" "OABIE" 189.900759 0.632309289687284 0.204755340756118 0.104298469636413 0.209426003940023 0.305831228165831 0.0706847812387737 0.124594437452115 0.14079480893495 0.00332968279335463 0.0010782228666928 0.000549226186275606 0.00110281815113768 0.00161047923018481 0.00037221958253876 0.000656102893470347 0.000741412565575633
"63" 26 "Hemiptera" "D" "Diploids" "D" "OFAS2" 108.538881 0.242913486025018 0.184465203340445 0.111742675789651 0.189879372105231 0.250800181426552 0.132849178344785 0.186721607257633 0.19857686797352 0.0022380319733075 0.00169953109559371 0.00102951748497988 0.0017494133932082 0.00231069437160083 0.00122397777755591 0.00172031999535386 0.00182954592993749
"64" 52 "Coleoptera" "D" "Diploids" "D" "OTAUR" 216.361394 0.155106520202155 0.284864254026205 0.381967606195763 0.290822698745943 0.257946697331899 0.0959758225619045 0.204443868988607 0.249902738673702 0.000716886304597183 0.00131661313859997 0.00176541479574569 0.00134415245423101 0.00119220297375187 0.000443590331840368 0.00094491843119021 0.00115502462825555
"65" 36 "Hymenoptera" "HD" "Hymenoptera" "HD" "PBARB" 40.093046 0.339516052048749 0.101385304954155 0.181421688382612 0.0904166366664454 0.125888133977832 0.033296697166884 0.0391563248275043 0.0534011938447303 0.0084682029908316 0.00252875037117796 0.0045250163427995 0.00225517005284271 0.00313989947228834 0.000830485595105046 0.000976636318116221 0.00133193157348859
"66" 18 "Phthiraptera" "OHD" "Other haplodiploids" "OHD" "PHUMA" 388.699345 2.65218920476455 0.503205627712961 0.265303091220732 0.543261387419496 0.817924094955491 0.199820464419744 0.360067516801072 0.38240278534157 0.0068232407357531 0.0012945883088971 0.000682540618175552 0.00139763906064595 0.00210425899985885 0.000514074610595868 0.000926339396844294 0.000983800951199365
"67" 8 "Araneae" "D" "Diploids" "D" "PTEPI" 86.575583 0.226168200128192 0.135281304432834 0.251250755014401 0.118632106815821 0.202585555898297 0.133385331188265 0.165758404761659 0.172750848504261 0.0026123785978801 0.00156258034592541 0.00290209717691882 0.00137027211027642 0.00233998488809826 0.00154068071581181 0.00191460916597765 0.00199537609240542
"68" 21 "Hemiptera" "D" "Diploids" "D" "PVENU" 306.647247 0.794996331598936 0.426344195298439 0.391625532430763 0.435877347663252 0.525493322552706 0.332858075939005 0.438983293948977 0.463740229839374 0.00259254351498853 0.00139034085409036 0.0012771206533309 0.00142142918916618 0.00171367370062418 0.00108547550710281 0.00143155791628215 0.00151229216755164
"69" 58 "Lepidoptera" "D" "Diploids" "D" "PXYLO" 135.13553 0.0887571305319854 0.145737874847354 0.169710835340303 0.136045187209038 0.129252659949339 0.0529927444107 0.165334577791678 0.165934875196577 0.000656800846764618 0.00107845712261871 0.00125585651190551 0.0010067314436776 0.00095646688882886 0.000392145162791014 0.00122347230067235 0.00122791448848853
"70" 38 "Hymenoptera" "HD" "Hymenoptera" "HD" "SINVI" 33.022181 0.151458756959285 0.0715047324381092 0.0604134654335259 0.10478481438121 0.0913519129666393 0.0256736279062656 0.0391793924423772 0.0577221379836288 0.00458657642750141 0.00216535462748839 0.0018294813850583 0.00317316455812564 0.00276638036011732 0.000777466149382005 0.00118645683767457 0.00174798078853813
"71" 9 "Centipedes" "D" "Diploids" "D" "SMARI" 568.334201 0.678968755362889 0.396973254630892 0.321464679275021 0.434369620298884 0.60174887000555 0.205925132909657 0.351425442370454 0.392520662422071 0.00119466460784557 0.000698485598671356 0.000565626138123299 0.000764285555109297 0.00105879404925263 0.00036233105899192 0.000618342942853186 0.00069065113753742
"72" 6 "Araneae" "D" "Diploids" "D" "SMIMO" 139.458735 0.34138815329805 0.120892735052668 0.0701829366175164 0.127329861059845 0.155232398204247 0.0508307326505761 0.110518892831535 0.144213790991862 0.00244795102506881 0.000866871014229894 0.00050325235359059 0.000913028940495158 0.00111310631208756 0.000364485829091854 0.000792484549867278 0.00103409650884803
"73" 53 "Coleoptera" "D" "Diploids" "D" "TCAST" 164.868525 0.187875425016715 0.129296985152996 0.259245217019161 0.134286915620759 0.201348810758196 0.0617862669624332 0.134144421047639 0.146715669322324 0.00113954695122501 0.00078424299091046 0.00157243607910704 0.000814509110339642 0.00122126895208286 0.000374760840266104 0.000813644818182482 0.000889894959164122
"74" 32 "Hymenoptera" "HD" "Hymenoptera" "HD_an" "TPRET" 107.287992 0.217953807113948 0.163837727539208 0.183639892427031 0.232537471104154 0.263010334915011 0.147821755372612 0.166166181394632 0.189546625483711 0.00203148370149334 0.00152708354854109 0.00171165373686023 0.00216741376895332 0.0024514424215807 0.00137780335540824 0.001548786386035 0.0017667086684194
"75" 1 "Trombidiformes" "OHD" "Other haplodiploids" "OHD" "TURTI" 497.509444 3.58491869377073 0.696823676641566 0.259893817946346 0.753752133003783 1.06202688339357 0.390839849820587 0.641255663088071 0.71529112842359 0.0072057299353914 0.00140062401838862 0.000522389717583624 0.00151505090424732 0.00213468688122746 0.000785592825491343 0.0012889316390305 0.00143774381984112
"76" 17 "Blattodea" "D" "Diploids" "D" "ZNEVA" 148.521245 0.23341118379935 0.104223333951038 0.105547209613656 0.106892333163033 0.149954963901972 0.0524032546095753 0.081566871963779 0.0985317520063478 0.00157156764878553 0.000701740238920284 0.000710653951316231 0.000719710726657543 0.00100965329170229 0.000352833391677906 0.000549193295301147 0.000663418570227766
