"ID" "order" "style" "para" "spp" "time" "mtOXPHOS" "nucOXPHOS" "nucMTrRNAprotein" "nucMTGO" "nucMTcor" "nucCytosolicrRNAprotein" "nucControlSingle" "nucControl" "mtOXPHOS_rate" "nucOXPHOS_rate" "nucMTrRNAprotein_rate" "nucMTGO_rate" "nucMTcor_rate" "nucCytosolicrRNAprotein_rate" "nucControlSingle_rate" "nucControl_rate" "mtOXPHOS_rateControlSingle" "nucOXPHOS_rateControlSingle" "nucMTrRNAprotein_rateControlSingle" "nucMTGO_rateControlSingle" "nucMTcor_rateControlSingle" "nucCytosolicrRNAprotein_rateControlSingle" "nucControlSingle_rateControlSingle" "nucControl_rateControlSingle" "mtOXPHOS_rateControl" "nucOXPHOS_rateControl" "nucMTrRNAprotein_rateControl" "nucMTGO_rateControl" "nucCytosolicrRNAprotein_rateControl" "nucControlSingle_rateControl" "nucControlRandom_rateControl" "hd"
"11" 51 "Coleoptera" "Diploids" NA "APLAN" 242.635258 0.222615975801436 0.388876987156506 0.257085457395537 0.271207402280513 0.237688223233124 0.112254887842985 0.20467987366224 0.23287043371683 0.000917492278889806 0.00160272249945021 0.00105955523329399 0.00111775759432503 0.000979611228773371 0.000462648704760728 0.000843570202242578 0.000959755130545908 1.08763002350096 1.8999278248443 1.25603681884119 1.32503209733291 1.16126817444374 0.548441260171122 1 1.13773000515483 0.955964964071551 1.66992855619181 1.10398496405152 1.16462789179283 0.482048691417334 0.878943154763607 1 "D"
"12" 27 "Hymenoptera" "Hymenoptera" "ancestral(sawfly)" "AROSA" 227.196802 0.407814256641678 0.288054192042178 0.27702217197276 0.177627018822966 0.190367562769024 0.046919346186841 0.106694874645187 0.127782289663525 0.00179498238114143 0.00126786200116575 0.00121930489132836 0.000781820066388813 0.000837897193504616 0.000206514113639861 0.000469614333062606 0.000562429966173226 3.82224786333796 2.69979409039188 2.59639624578027 1.6648130419916 1.78422406326536 0.439752578020931 1 1.19764224934388 3.19147714222002 2.2542575563537 2.16792305649094 1.39007541100329 0.367181917857228 0.83497388351809 1 "HD"
"13" 16 "Blattodea" "Diploids" NA "BGERM" 148.521245 0.107688784439987 0.225461036055177 0.199244651366234 0.285404689147505 0.271365935720447 0.0924211212545289 0.139724689634457 0.180530535620091 0.000725073267733428 0.00151803895836705 0.00134152290041895 0.00192164218087119 0.00182711864366911 0.000622275427697424 0.000940772410266673 0.0012155199454468 0.770721228450883 1.61360913840654 1.42598027512168 2.04262174347405 1.94214735012391 0.661451612426679 1 1.29204463500609 0.596512850693622 1.24888033639715 1.10366177490065 1.58092196517996 0.51194176617866 0.773967069640197 1 "D"
"14" 49 "Hymenoptera" "Hymenoptera" "pollinator/obli_simple_eusociality" "BIMPA" 6.188111 0.0574948869133375 0.0834475911800142 0.0382361405326618 0.0482218047948498 0.0141920301278426 0.00899949190143528 0.00959032076644808 0.0205088129920208 0.00929118545438786 0.0134851477583408 0.00617896811040749 0.0077926534922935 0.00229343496389166 0.00145431972720516 0.00154979779232274 0.00331422836339245 5.99509529592425 8.70123046060745 3.98695116292999 5.02817434048241 1.47982851392142 0.938393211301146 1 2.13849082751969 2.80342343243885 4.06886499050337 1.86437608785735 2.3512723439241 0.438810959217222 0.467619494613331 1 "HD"
"15" 59 "Lepidoptera" "Diploids" NA "BMORI" 80.077648 0.099606874261734 0.121590799145321 0.106164395722281 0.124640306831525 0.0889257126001668 0.0333623460037952 0.0949699370657655 0.113775707186622 0.00124387861968341 0.00151841121938698 0.00132576815595634 0.00155649310318811 0.00111049356245037 0.000416624948872065 0.00118597310782362 0.00142081729456667 1.04882531608668 1.28030830494413 1.11787370827427 1.31241854719997 0.936356444446066 0.351293757104337 1 1.19801813818023 0.875466975549997 1.06868858170119 0.933102490394927 1.09549138312173 0.293229080519554 0.834711903042623 1 "D"
"16" 50 "Hymenoptera" "Hymenoptera" "pollinator/obli_simple_eusociality" "BTERR" 6.188111 0.0442656000475094 0.0587426464759505 0.0402244228241578 0.0228382163484433 0.0594106473976738 0.0130862485453649 0.00730611977589808 0.0214195811566641 0.00715332999804131 0.00949282365425418 0.00650027493433098 0.00369066042099815 0.00960077273947959 0.00211474043457929 0.0011806704462635 0.00346140868459924 6.05870166453276 8.04019757104649 5.50557943997207 3.12590226398745 8.13162789825341 1.79113523275853 1 2.93173145440682 2.06659503394339 2.74247409630951 1.87792760885257 1.06623076246931 0.610947919553202 0.341095361410696 1 "HD"
"17" 13 "Diplura" "Diploids" NA "CAQUI" 486.666242 0.320345076807968 0.285815944949175 0.416833243927555 0.403016630206777 0.416887257740744 0.294284072925776 0.349939576502364 0.368323799652037 0.000658243882894939 0.000587293550040759 0.00085650741299528 0.000828117086055821 0.000856618400379503 0.000604693828189908 0.000719054551768898 0.000756830385724673 0.915429686489901 0.816757989496064 1.1911577652742 1.15167490980848 1.19131211710182 0.840956818508889 1 1.05253542149597 0.869737652333638 0.775990976470136 1.13170325762643 1.09419111821586 0.79898196424937 0.950086790028119 1 "D"
"18" 73 "Diptera" "Diploids" NA "CCAPI" 141.406085 0.0589628295335423 0.219480133962574 0.145115818429083 0.170512764769977 0.129403087448904 0.0611662663587928 0.115156362017553 0.137702891585151 0.000416975192641408 0.00155212651536583 0.00102623460955788 0.00120583753358264 0.00091511682434956 0.000432557526493947 0.000814366383296398 0.000973811640320507 0.512024073186289 1.90593146672278 1.2601632761459 1.48070642196899 1.12371635558598 0.531158377072292 1 1.19579056834186 0.428188753734932 1.59386728510966 1.0538327609435 1.2382656806051 0.444190137583055 0.836266840092781 1 "D"
"19" 28 "Hymenoptera" "Hymenoptera" "ancestral(sawfly)" "CCINC" 198.502651 0.468467782076338 0.264047916458999 0.27259044506326 0.162358752904759 0.197019448412807 0.0631641816925021 0.0905781200264186 0.108037443321017 0.00236000768612575 0.00133019843880573 0.00137323327265418 0.000817917302800954 0.000992528046453178 0.000318203214789822 0.000456306853183631 0.000544261967166459 5.17197510767172 2.91514017272588 3.00945134414089 1.79247209875193 2.17513289473598 0.697344807709403 1 1.19275431295666 4.33616131292886 2.44404077273858 2.52311084642478 1.50280076901056 0.584650837254814 0.838395626942775 1 "HD"
"20" 35 "Hymenoptera" "Hymenoptera" "eusociality" "CFLOR" 49.36319 0.297087483563892 0.171311862279977 0.150577736680254 0.0919318357804143 0.0797582714531024 0.0199858223354397 0.0552225991256561 0.0643920074188831 0.00601840123306237 0.00347043743080577 0.00305040530565901 0.00186235605479335 0.00161574386608933 0.000404872990085116 0.00111869996905905 0.00130445393457925 5.37981710871459 3.10220570911858 2.72674120856974 1.66475025145463 1.44430491711585 0.361913829697929 1 1.16604448972716 4.61373228561237 2.66045226957375 2.33845383481703 1.42769016630246 0.310377376580728 0.857600210635178 1 "HD"
"21" 24 "Hemiptera" "Diploids" NA "CLECT" 179.813245 0.449855292130201 0.264613917677219 0.283945252378786 0.30328981470279 0.27622924367329 0.174221596594531 0.207197897628248 0.243746844252532 0.00250179174582051 0.00147160415061315 0.00157911199688758 0.00168669340627711 0.00153620076025707 0.000968903022658487 0.00115229496930689 0.00135555556128544 2.17113830439209 1.27710715555612 1.37040604962236 1.463768784213 1.33316624751134 0.840846353118492 1 1.17639631985967 1.8455840669844 1.08560961471595 1.16491868130447 1.24428201576456 0.714764521890712 0.850053662288986 1 "D"
"22" 37 "Hymenoptera" "Hymenoptera" "eusociality" "COBSC" 35.762918 0.264377479650931 0.117296429605881 0.159655046858764 0.0831776444597818 0.0799955144185547 0.0388720809225553 0.0501297032804596 0.0632267574055219 0.00739250302928108 0.00327983386606991 0.00446426230820326 0.00232580698420028 0.00223682850539642 0.00108693817776713 0.00140172296009122 0.00176794179394204 5.27386883125607 2.33985884475807 3.18483925519258 1.6592486892338 1.59577075433711 0.775430101891457 1 1.26126334823465 4.18141765447933 1.85517072864529 2.5251183740892 1.31554499824021 0.614804277771809 0.792855830940992 1 "HD"
"23" 31 "Hymenoptera" "Hymenoptera" "parasitic/wasp-waist" "COPFL" 107.287992 0.452991994348155 0.201465701047518 0.257641977415395 0.16927320823684 0.208595166017464 0.107480485139937 0.133443942912841 0.156733081073003 0.00422220591422901 0.00187780288634275 0.00240140553115576 0.0015777460746664 0.00194425454451104 0.00100179417226801 0.0012437919698678 0.00146086321638868 3.39462387321714 1.50974031979185 1.93071316533021 1.26849675258322 1.56316698580848 0.805435471957974 1 1.17452375620655 2.89021303764941 1.28540637157308 1.6438264063436 1.08000944713131 0.685754943398802 0.851408917627834 1 "HD"
"24" 64 "Diptera" "Diploids" NA "CQUIN" 83.961536 0.0207173880248422 0.096383217254961 0.0898688537726189 0.0781812275217592 0.0468180685590148 0.0815070341639136 0.0659412526840765 0.0943563128463048 0.000246748559064501 0.0011479449024725 0.00107035742858038 0.00093115527950512 0.000557613292817973 0.000970766353820797 0.000785374539647256 0.00112380403386504 0.314179473115242 1.46165280961118 1.36286239818918 1.1856193860363 0.709996650857081 1.23605528931051 1 1.43091477649605 0.219565468381415 1.02148138632714 0.952441347713582 0.828574423516391 0.863821738103298 0.698853639941261 1 "D"
"25" 4 "Scorpiones" "Diploids" NA "CSCUL" 398.391694 0.575314814465136 0.320520607450771 0.492922201318236 0.366891246527592 0.450300548677246 0.2076186264669 0.347563917018999 0.345854125088219 0.00144409339634761 0.00080453637030588 0.00123728031668812 0.000920930963303648 0.00113029602639569 0.000521141955501964 0.000872417578612969 0.00086812584272457 1.65527773826328 0.922191837978539 1.41822029612841 1.05560798622124 1.29559061406432 0.597353799691327 1 0.995080640287851 1.66346090080142 0.926750858816601 1.42523152266148 1.06082657372962 0.600306925395039 1.00494367944966 1 "D"
"26" 70 "Diptera" "Diploids" NA "DGRIM" 74.979997 0.0224607775373464 0.173286340070834 0.0719804038432277 0.103582812651806 0.0884220243291786 0.0359883489443617 0.0628940312640282 0.0840054290440475 0.000299556927660939 0.00231110092030057 0.000959994754910802 0.00138147261664742 0.001179274844852 0.00047997266450093 0.000838810799952795 0.00112037119772154 0.357120971353488 2.75521121143246 1.14447114291426 1.64694185712102 1.40588896199044 0.572206109563611 1 1.33566615711742 0.267372928070748 2.06279929812599 0.856854189810582 1.2330490282657 0.428405037077919 0.748690078483502 1 "D"
"27" 72 "Diptera" "Diploids" NA "DMELA" 49.846935 0.0312676871166515 0.0860280413700665 0.0744841574508964 0.108136629908973 0.0459496522983693 0.0313435413618013 0.054222566799614 0.0710970558351293 0.000627274016279065 0.00172584415411031 0.00149425751956256 0.00216937370189307 0.000921814998221441 0.000628795759695181 0.00108778136107293 0.0014263074717659 0.576654499448633 1.58657264765782 1.37367450209728 1.99431041891847 0.847426726738735 0.578053441800996 1 1.31120786107152 0.439788775349007 1.21000849275055 1.04764053273347 1.52097198173349 0.440855686548899 0.76265558626441 1 "D"
"28" 41 "Hymenoptera" "Hymenoptera" "pollinator/solitary" "DNOVA" 45.641976 0.36479700650795 0.191985881182166 0.194593567918492 0.0996491416207666 0.0872067512380877 0.0385238791728786 0.0474439650634478 0.0604268846234985 0.00799257697580731 0.00420634464165544 0.00426347816138574 0.00218327842819002 0.00191066993326686 0.000844044946101339 0.00103948096075963 0.00132393226409607 7.68900756966875 4.04658170803008 4.10154521567196 2.10035441783805 1.83809998008101 0.811986922285265 1 1.27364743951498 6.0369984118971 3.17716000714535 3.22031442016158 1.64908620131006 0.637528798860129 0.785146633970238 1 "HD"
"29" 62 "Lepidoptera" "Diploids" NA "DPLEX" 73.030688 0.0887015356499208 0.177628606382213 0.0990737660751776 0.108293540502185 0.0822795976922752 0.0367507442732695 0.0743093535433543 0.100837011110067 0.00121457894043009 0.00243224610429814 0.00135660458347562 0.00148284979188728 0.00112664415392438 0.000503223306252702 0.00101750860601716 0.00138074847535418 1.19367928020218 2.39039364376356 1.33326104118743 1.45733390667977 1.10725761655659 0.494564176928656 1 1.35698948115913 0.879652566785226 1.76154176355272 0.982513910165735 1.07394635471671 0.364456898004988 0.736925388062555 1 "D"
"30" 54 "Coleoptera" "Diploids" NA "DPOND" 137.152394 0.462668565245601 0.236045585914893 0.259519089653184 0.224184216470717 0.241281802894767 0.126599692828184 0.209714036756005 0.237855217458601 0.00337339037075504 0.00172104604980423 0.00189219511292806 0.00163456291160851 0.00175922414372706 0.000923058571097082 0.00152905852125341 0.00173424036228344 2.20618787565422 1.12555930716991 1.23749031618291 1.06899957646396 1.15052767390811 0.603677726043099 1 1.13418835066027 1.94516887285068 0.992391877869894 1.09108007983198 0.942523854914961 0.532255269322477 0.881687772068763 1 "D"
"31" 71 "Diptera" "Diploids" NA "DPSEU" 49.846935 0.0352699472942187 0.0704920866223681 0.068256903731018 0.0971966741200953 0.043681296977661 0.0267137958722106 0.0459913444530239 0.0694296883963598 0.000707565014663764 0.00141417093392739 0.00136933000456333 0.00194990271959741 0.000876308583018414 0.000535916518682856 0.000922651401796798 0.00139285772327546 0.766882284344695 1.53272506948279 1.48412499227407 2.11336883659431 0.949772125541526 0.580843986839663 1 1.50962510929151 0.507995183456245 1.01530178588651 0.983108311553314 1.39992957429421 0.384760417182158 0.662416114997792 1 "D"
"32" 12 "Crustacea" "Diploids" NA "DPULE" 506.394942 0.538217107581793 0.342901484343709 0.430500680894825 0.370896863961523 0.438642550184594 0.290874038639271 0.37496984675536 0.451751795801577 0.00106284060708844 0.000677142395991208 0.000850128319201942 0.000732426083279329 0.000866206420728021 0.00057440154810881 0.000740469178610714 0.000892093815189759 1.43536103566466 0.9144774901525 1.14809413242152 0.989137839138051 1.16980752980593 0.775726478158775 1 1.20476832926865 1.1914000399861 0.759048414484492 0.952958427383682 0.821019124679766 0.643880204445345 0.830035099451067 1 "D"
"33" 11 "Crustacea" "Diploids" NA "EAFFI" 487 0.89345024914102 0.526192931688191 0.957942068696508 0.571201069452249 0.667461156121866 0.401188935022279 0.5758624624421 0.701192326064365 0.00183460010090559 0.0010804782991544 0.00196702683510577 0.0011728974732079 0.00137055678875126 0.000823796581154577 0.0011824691220577 0.00143981997138473 1.55149937252743 0.913747580380093 1.66349107846706 0.991905370997646 1.15906349111786 0.69667492012056 1 1.21763853662343 1.2741871465647 0.750425970349096 1.36616165506719 0.814613977107069 0.572152489565969 0.821261786583271 1 "D"
"34" 15 "Ephemeroptera" "Diploids" NA "EDANI" 355.768668 0.151762317504781 0.259166481427618 0.363500849090402 0.347698617367713 0.522873134961517 0.184336752672343 0.276971496388828 0.330577743403985 0.000426575837489942 0.000728469100116534 0.00102173373257929 0.000977316578557483 0.0014696997852591 0.000518136556849191 0.000778515707821769 0.000929192964805954 0.54793478564931 0.935715352686638 1.3124124822581 1.25535884342263 1.88782290516811 0.665544126654682 1 1.19354427337859 0.459082078370045 0.78398043001613 1.09959262637407 1.05179076421611 0.557619973971063 0.837840725563768 1 "D"
"35" 45 "Hymenoptera" "Hymenoptera" "pollinator/simple_eusolitary" "EMEXI" 34.056707 0.466102578497834 0.209895161702192 0.166996463937266 0.106199807130786 0.0933928763883315 0.0464246583716108 0.0576921995585554 0.0687080883085992 0.0136860730104597 0.00616310795116486 0.00490348241646692 0.00311832283522849 0.00274227559312565 0.00136315758219404 0.00169400404914531 0.00201746129796399 8.07912650348437 3.63818962196365 2.89461080033482 1.84080010717909 1.61881289156849 0.804695586696977 1 1.19094242955433 6.7838094461944 3.05488286560176 2.43052118095921 1.54566674383072 0.675679669081995 0.839671150497356 1 "HD"
"36" 19 "Thysanoptera" "Other haplodiploids" "FOCCI(trip)" "FOCCI" 371.99027 1.09175482246722 0.53543242989307 0.750908945895637 0.383108292230526 0.357194834580236 0.172382367969892 0.282687610731583 0.320597280158056 0.0029349015566112 0.00143937213705367 0.00201862523419131 0.00102988793828001 0.00096022628382252 0.000463405583081224 0.000759932808811325 0.000861843187882457 3.86205401659382 1.89407816107467 2.65632067833577 1.35523552390237 1.26356734791395 0.609798100184773 1 1.13410446014371 3.40537768108631 1.67010908398568 2.3422187035568 1.19498297690377 0.537691298831065 0.881752991142709 1 "HD"
"37" 23 "Hemiptera" "Diploids" NA "GBUEN" 227.7311 0.246993271098899 0.327233858095855 0.306536028724383 0.313400723967706 0.326964431820611 0.224305834556452 0.339900970137442 0.344749427950072 0.001084582962533 0.00143693091587339 0.00134604377146724 0.00137618763518775 0.00143574782636456 0.000984959167002013 0.00149255402594306 0.0015138443012398 0.726662448180201 0.962732933546895 0.901839228644839 0.92203539119344 0.961940272451709 0.659915252568276 1 1.01426432472573 0.716442874372715 0.949193331636931 0.889156018465611 0.909068147933501 0.650634392318519 0.985936284676498 1 "D"
"38" 74 "Diptera" "Diploids" NA "GMORS" 103.808797 0.0848555599338213 0.216431043660398 0.173926558979219 0.179800153967712 0.102334080682232 0.0719849986390455 0.115703108337459 0.137973235290772 0.000817421667393191 0.00208490079757304 0.00167545106007942 0.0017320319584063 0.000985793917660292 0.00069343832815099 0.001114579030691 0.0013291092785785 0.733390495321284 1.87057242255892 1.50321423061467 1.5539785970426 0.884454031984733 0.622152677429326 1 1.19247647944219 0.615014642187612 1.56864513037097 1.26058187019154 1.30315240915234 0.52173161328964 0.838590963628708 1 "D"
"39" 10 "Crustacea" "Diploids" NA "HAZTE" 487 0.772780215416935 0.513759381961749 0.796221599276146 0.653395881931946 0.564826469553856 0.643812152763895 0.67519209300298 0.678193789513371 0.00158681769079453 0.00105494739622536 0.00163495194923233 0.00134167532224219 0.0011598079456958 0.00132199620690738 0.00138643140247018 0.00139259505033546 1.14453386439987 0.760908469287245 1.17925196033454 0.967718503671906 0.836541889940887 0.953524425768199 1 1.00444569262806 1.1394681392931 0.757540676287216 1.17403257238239 0.96343536616692 0.94930411147801 0.99557398407829 1 "D"
"40" 25 "Hemiptera" "Diploids" NA "HHALY" 108.538881 0.214810573015161 0.184704700376575 0.202693014495122 0.20012010232751 0.160333987956157 0.0802108864844665 0.120622221781301 0.150511824202829 0.00197911173430248 0.00170173765082925 0.00186746917443457 0.00184376419292097 0.00147720325176521 0.000739006020197191 0.00111132730197671 0.0013867088255943 1.78085405693017 1.5312659446073 1.68039529948821 1.65906496640682 1.32922429705247 0.66497603260779 1 1.24779515731123 1.42720064787523 1.22717734207824 1.34669163415343 1.32959721528476 0.532920831365214 0.80141359272047 1 "D"
"41" 44 "Hymenoptera" "Hymenoptera" "pollinator/solitary" "HLABO" 44.505481 0.493109180147136 0.224439910966613 0.161372499574666 0.112257469651846 0.0984446085050139 0.0406155095671149 0.0553413776081607 0.0656424069573509 0.0110797404963927 0.00504297236932712 0.00362590170803156 0.00252232909586678 0.00221196594875615 0.000912595677083344 0.00124347330631391 0.00147492860390276 8.91031632133461 4.05555337916844 2.9159465584187 2.02845455793808 1.77886082276523 0.733908538646961 1 1.18613612082673 7.51205208650436 3.41912981820481 2.45835744078539 1.71013640198754 0.618738883135464 0.843073558288578 1 "HD"
"42" 61 "Lepidoptera" "Diploids" NA "HMELP" 73.030688 0.0854715623144115 0.0840146942818901 0.103607745184126 0.116246627950062 0.0771522943530186 0.0434982381871533 0.0816072020606241 0.105081227461312 0.001170351322918 0.00115040261269194 0.00141868778757946 0.00159175041525094 0.00105643663596622 0.000595615889407386 0.00111743712534413 0.00143886399456229 1.04735317663405 1.02950097737057 1.26959070483948 1.424465304713 0.945410360910351 0.533019599849036 1 1.2876464920737 0.813385648220371 0.799521439857771 0.985977683047826 1.10625494922831 0.413948706520088 0.776610666169365 1 "D"
"43" 33 "Hymenoptera" "Hymenoptera" "eusociality" "HSALT" 63.973597 0.438409904971213 0.135640719181765 0.173687869873917 0.127825291845224 0.120291253360249 0.0393785252411143 0.0653722831443703 0.0816113432060997 0.00685298194145958 0.00212026094424181 0.00271499302866958 0.00199809449272055 0.00188032655659879 0.000615543397397434 0.00102186349072056 0.00127570352509801 6.70635755528095 2.07489646464101 2.65690383629923 1.95534385058772 1.84009564259204 0.602373411896131 1 1.24840894765548 5.37192365360366 1.6620326765021 2.12823197181413 1.5662686928509 0.482512892131533 0.801019571253476 1 "HD"
"44" 22 "Hemiptera" "Diploids" NA "HVITR" 305.552034 0.500291975638151 0.317070783037924 0.455483379241342 0.348553493321554 0.436390673217372 0.274898870402848 0.32805387123298 0.333171810756738 0.00163733806346762 0.00103769815859882 0.00149069005785555 0.00114073367065707 0.0014282041179846 0.000899679399296187 0.00107364322514371 0.0010903930384464 1.52502994022847 0.966520473744826 1.38844079946206 1.06248858460815 1.33024088872115 0.83796868291677 1 1.01560091183964 1.5016035555404 0.951673499380865 1.36711259637121 1.04616741893583 0.825096426310696 0.984638737856803 1 "D"
"45" 3 "Ixodida" "Diploids" NA "ISCAP" 391.827067 0.470752734534351 0.309167016103717 0.398992709525596 0.351633940169466 0.292024224248818 0.220417155799816 0.313284316144726 0.348697004409174 0.00120142985051707 0.000789039456796171 0.00101828776807192 0.000897421260000565 0.000745288543960691 0.000562536829033855 0.000799547408869347 0.000889925770261231 1.50263741360381 0.986857624755441 1.27358022398183 1.12241156690086 0.932138026705152 0.703569072694949 1 1.11303690111346 1.35003377884472 0.886635136506447 1.14423899397026 1.00842260106383 0.632116574024738 0.898442809038608 1 "D"
